type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2025-12-15 09:24:30,12.94325696,77.52609099,3.79,740.048,,0.000,,29,47,,
T,2025-12-15 09:24:31,12.94325698,77.52609144,3.79,740.039,,0.000,,28,47,,
T,2025-12-15 09:24:32,12.94325677,77.52609172,3.79,740.400,,0.000,,26,47,,
T,2025-12-15 09:24:33,12.94325730,77.52609225,3.79,740.729,,0.000,,26,47,,
T,2025-12-15 09:24:34,12.94325718,77.52609232,3.79,740.604,,0.000,,28,47,,
T,2025-12-15 09:24:35,12.94325754,77.52609253,3.79,740.546,,0.000,,28,47,,
T,2025-12-15 09:24:36,12.94326237,77.52609145,3.79,741.289,,0.500,49,26,47,,
T,2025-12-15 09:24:37,12.94327079,77.52609133,3.83,742.904,,0.680,49,27,46,,
T,2025-12-15 09:24:38,12.94327146,77.52609017,3.79,742.401,,0.000,,28,47,,
T,2025-12-15 09:24:39,12.94327161,77.52609071,3.79,742.639,,0.280,49,28,47,,
T,2025-12-15 09:24:40,12.94327343,77.52609252,3.79,742.515,,0.530,49,26,47,,
T,2025-12-15 09:24:41,12.94326955,77.52609240,3.79,742.310,,0.000,,31,47,,
T,2025-12-15 09:24:42,12.94327142,77.52609299,3.79,742.042,,0.470,39,32,47,,
T,2025-12-15 09:24:43,12.94327571,77.52609557,3.79,741.955,,0.500,39,32,46,,
T,2025-12-15 09:24:44,12.94327923,77.52609726,3.79,742.033,,0.400,40,34,47,,
T,2025-12-15 09:24:45,12.94328409,77.52610079,3.79,741.280,,0.540,40,34,47,,
T,2025-12-15 09:24:46,12.94329244,77.52610699,3.79,740.999,,0.980,40,34,47,,
T,2025-12-15 09:24:47,12.94330167,77.52611529,3.79,741.111,,1.190,41,33,47,,
T,2025-12-15 09:24:48,12.94331392,77.52612584,3.79,741.082,,1.530,41,33,47,,
T,2025-12-15 09:24:49,12.94333498,77.52614164,3.79,741.508,,2.500,40,31,47,,
T,2025-12-15 09:24:50,12.94336126,77.52616176,3.79,742.108,,3.120,41,31,47,,
T,2025-12-15 09:24:51,12.94338770,77.52618346,3.79,741.955,,3.320,40,31,47,,
T,2025-12-15 09:24:52,12.94341671,77.52620663,3.79,741.601,,3.670,39,33,47,,
T,2025-12-15 09:24:53,12.94344825,77.52623082,3.79,741.188,,4.030,35,31,47,,
T,2025-12-15 09:24:54,12.94347967,77.52625281,3.79,741.628,,4.010,36,32,47,,
T,2025-12-15 09:24:55,12.94350956,77.52627408,9.94,741.349,,3.980,36,33,47,,
T,2025-12-15 09:24:56,12.94354284,77.52629386,9.94,740.480,,4.120,36,33,47,,
T,2025-12-15 09:24:57,12.94357331,77.52631331,9.94,740.995,,3.920,36,33,47,,
T,2025-12-15 09:24:58,12.94360071,77.52633538,9.94,742.673,,3.800,37,32,47,,
T,2025-12-15 09:24:59,12.94362966,77.52635768,9.94,741.862,,3.940,38,32,47,,
T,2025-12-15 09:25:00,12.94365715,77.52637953,9.94,742.775,,3.750,39,32,47,,
T,2025-12-15 09:25:01,12.94367937,77.52639965,9.94,742.906,,3.350,39,32,47,,
T,2025-12-15 09:25:02,12.94370341,77.52642031,9.94,742.882,,3.590,39,32,47,,
T,2025-12-15 09:25:03,12.94373521,77.52644655,9.94,743.035,,4.640,39,33,47,,
T,2025-12-15 09:25:04,12.94377527,77.52648045,9.94,743.042,,5.450,39,33,47,,
T,2025-12-15 09:25:05,12.94382789,77.52651695,9.94,742.657,,6.240,40,33,47,,
T,2025-12-15 09:25:06,12.94388470,77.52656027,9.94,741.475,,7.160,40,32,47,,
T,2025-12-15 09:25:07,12.94393879,77.52660114,9.94,741.243,,7.250,40,30,47,,
T,2025-12-15 09:25:08,12.94398699,77.52664049,9.94,741.147,,7.030,40,30,47,,
T,2025-12-15 09:25:09,12.94404210,77.52668167,9.94,740.531,,7.380,40,29,47,,
T,2025-12-15 09:25:10,12.94408806,77.52672067,9.94,740.115,,6.870,41,30,47,,
T,2025-12-15 09:25:11,12.94413634,77.52676346,9.94,740.181,,6.660,41,30,47,,
T,2025-12-15 09:25:12,12.94418249,77.52680559,9.94,740.008,,6.780,42,29,47,,
T,2025-12-15 09:25:13,12.94423153,77.52685445,9.94,740.906,,7.330,46,30,47,,
T,2025-12-15 09:25:14,12.94428053,77.52691350,9.94,740.825,,7.960,49,31,47,,
T,2025-12-15 09:25:15,12.94433370,77.52697275,9.94,740.557,,8.510,51,31,47,,
T,2025-12-15 09:25:16,12.94439032,77.52704240,10.05,740.082,,9.220,51,30,47,,
T,2025-12-15 09:25:17,12.94445378,77.52712083,9.94,739.887,,10.600,53,30,47,,
T,2025-12-15 09:25:18,12.94452230,77.52720865,10.04,739.963,,11.780,54,30,47,,
T,2025-12-15 09:25:19,12.94458131,77.52729360,10.47,740.224,,11.610,54,28,47,,
T,2025-12-15 09:25:20,12.94465948,77.52737965,10.48,739.202,,11.840,54,28,47,,
T,2025-12-15 09:25:21,12.94474067,77.52746203,10.52,738.558,,12.170,53,30,47,,
T,2025-12-15 09:25:22,12.94484069,77.52758898,10.62,735.254,,13.050,54,31,47,,
T,2025-12-15 09:25:23,12.94493209,77.52767584,10.12,735.171,,13.520,55,27,47,,
T,2025-12-15 09:25:24,12.94501124,77.52775744,9.94,733.903,,12.400,56,24,47,,
T,2025-12-15 09:25:25,12.94508763,77.52784156,9.94,733.467,,11.310,56,25,47,,
T,2025-12-15 09:25:26,12.94516837,77.52791629,9.94,732.029,,10.630,52,27,47,,
T,2025-12-15 09:25:27,12.94523148,77.52795806,9.94,731.568,,9.510,43,28,47,,
T,2025-12-15 09:25:28,12.94530304,77.52800141,9.94,732.967,,9.410,34,30,47,,
T,2025-12-15 09:25:29,12.94538297,77.52802285,9.94,732.095,,9.190,32,32,47,,
T,2025-12-15 09:25:30,12.94545869,77.52805600,10.42,731.874,,9.110,33,33,47,,
T,2025-12-15 09:25:31,12.94553316,77.52807739,9.99,731.355,,7.790,35,33,47,,
T,2025-12-15 09:25:32,12.94559833,77.52810072,9.94,730.639,,7.090,35,34,47,,
T,2025-12-15 09:25:33,12.94563310,77.52812258,9.94,733.067,,5.780,44,33,47,,
T,2025-12-15 09:25:34,12.94566976,77.52816137,9.94,733.088,,4.990,61,35,47,,
T,2025-12-15 09:25:35,12.94569399,77.52818367,9.94,732.703,,3.720,66,34,47,,
T,2025-12-15 09:25:36,12.94570937,77.52820311,9.94,731.632,,3.010,81,34,47,,
T,2025-12-15 09:25:37,12.94572877,77.52822561,9.94,730.694,,2.890,56,34,47,,
T,2025-12-15 09:25:38,12.94574156,77.52823958,10.24,730.307,,2.460,52,34,47,,
T,2025-12-15 09:25:39,12.94575665,77.52826487,10.30,729.970,,3.400,57,32,47,,
T,2025-12-15 09:25:40,12.94577025,77.52829295,10.09,728.958,,3.880,62,28,47,,
T,2025-12-15 09:25:41,12.94578538,77.52832359,10.06,729.355,,4.000,68,13,47,,
T,2025-12-15 09:25:42,12.94579026,77.52835558,9.94,727.497,,3.670,86,14,47,,
T,2025-12-15 09:25:43,12.94579644,77.52838431,9.94,727.766,,3.610,90,14,47,,
T,2025-12-15 09:25:44,12.94580533,77.52840614,9.94,727.319,,2.790,89,36,47,,
T,2025-12-15 09:25:45,12.94581523,77.52842869,3.79,727.182,,2.700,90,36,47,,
T,2025-12-15 09:25:46,12.94582448,77.52845544,3.79,727.622,,3.050,93,36,47,,
T,2025-12-15 09:25:47,12.94583279,77.52848312,3.79,727.502,,3.330,97,36,47,,
T,2025-12-15 09:25:48,12.94583997,77.52851154,3.79,727.198,,3.240,100,36,47,,
T,2025-12-15 09:25:49,12.94584228,77.52854205,3.79,727.040,,3.540,105,36,47,,
T,2025-12-15 09:25:50,12.94584575,77.52857219,3.79,726.447,,3.360,108,25,47,,
T,2025-12-15 09:25:51,12.94584768,77.52859623,3.79,726.093,,3.060,113,27,47,,
T,2025-12-15 09:25:52,12.94584641,77.52863089,3.79,725.786,,4.080,114,27,47,,
T,2025-12-15 09:25:53,12.94584431,77.52866926,3.79,725.468,,4.480,117,27,47,,
T,2025-12-15 09:25:54,12.94584177,77.52871089,3.79,725.336,,4.760,118,27,47,,
T,2025-12-15 09:25:55,12.94584207,77.52875349,3.79,724.932,,4.790,117,27,47,,
T,2025-12-15 09:25:56,12.94584460,77.52879140,3.79,724.903,,4.070,117,26,47,,
T,2025-12-15 09:25:57,12.94584950,77.52883469,3.79,725.123,,4.560,114,26,47,,
T,2025-12-15 09:25:58,12.94590400,77.52889444,3.79,725.312,,5.040,108,25,47,,
T,2025-12-15 09:25:59,12.94591303,77.52893142,3.79,725.822,,4.410,105,26,47,,
T,2025-12-15 09:26:00,12.94593431,77.52898927,3.79,725.696,,5.370,101,25,47,,
T,2025-12-15 09:26:01,12.94596330,77.52904379,3.79,725.101,,5.270,97,25,47,,
T,2025-12-15 09:26:02,12.94598899,77.52908334,3.79,724.266,,5.760,68,16,47,,
T,2025-12-15 09:26:03,12.94602092,77.52914268,3.79,724.728,,5.630,70,16,47,,
T,2025-12-15 09:26:04,12.94604545,77.52919728,3.79,726.391,,5.390,73,34,47,,
T,2025-12-15 09:26:05,12.94606561,77.52925832,3.79,726.201,,5.500,74,34,47,,
T,2025-12-15 09:26:06,12.94608715,77.52930231,3.79,725.911,,5.210,77,35,47,,
T,2025-12-15 09:26:07,12.94610557,77.52933957,3.79,726.705,,5.110,79,35,47,,
T,2025-12-15 09:26:08,12.94612483,77.52938296,3.79,727.297,,5.020,81,35,47,,
T,2025-12-15 09:26:09,12.94614564,77.52942442,3.79,727.148,,5.030,84,35,47,,
T,2025-12-15 09:26:10,12.94616242,77.52945776,3.79,727.570,,4.170,87,32,47,,
T,2025-12-15 09:26:11,12.94617562,77.52947239,3.79,727.778,,2.280,89,31,47,,
T,2025-12-15 09:26:12,12.94617556,77.52947747,3.79,728.179,,0.790,92,30,47,,
T,2025-12-15 09:26:13,12.94617496,77.52947667,3.79,728.177,,0.000,,28,47,,
T,2025-12-15 09:26:14,12.94617367,77.52947529,3.79,728.268,,0.000,,25,47,,
T,2025-12-15 09:26:15,12.94617171,77.52947586,3.83,727.897,,0.000,,25,47,,
T,2025-12-15 09:26:16,12.94617192,77.52947518,4.02,727.956,,0.000,,23,47,,
T,2025-12-15 09:26:17,12.94617768,77.52948454,4.23,728.488,,0.490,108,26,47,,
T,2025-12-15 09:26:18,12.94618021,77.52949206,4.24,726.980,,0.950,110,26,47,,
T,2025-12-15 09:26:19,12.94618117,77.52951516,4.21,727.747,,2.350,111,25,47,,
T,2025-12-15 09:26:20,12.94617765,77.52954065,4.25,728.596,,2.760,113,26,47,,
T,2025-12-15 09:26:21,12.94617862,77.52957750,3.84,728.931,,3.940,116,26,47,,
T,2025-12-15 09:26:22,12.94622766,77.52963546,3.82,730.215,,5.040,116,30,47,,
T,2025-12-15 09:26:23,12.94624829,77.52968941,3.86,730.330,,4.990,116,28,47,,
T,2025-12-15 09:26:24,12.94626049,77.52973742,3.85,731.203,,5.140,113,28,47,,
T,2025-12-15 09:26:25,12.94627134,77.52978058,4.02,731.401,,4.740,107,28,47,,
T,2025-12-15 09:26:26,12.94628407,77.52982762,4.26,732.402,,4.860,94,27,47,,
T,2025-12-15 09:26:27,12.94632097,77.52989099,3.87,730.693,,6.040,82,28,47,,
T,2025-12-15 09:26:28,12.94633688,77.52994514,3.79,730.361,,6.310,92,26,47,,
T,2025-12-15 09:26:29,12.94635458,77.53000003,3.79,729.462,,6.820,93,27,47,,
T,2025-12-15 09:26:30,12.94639532,77.53006107,3.79,728.056,,7.030,91,26,47,,
T,2025-12-15 09:26:31,12.94642031,77.53012582,3.94,728.478,,6.980,90,29,47,,
T,2025-12-15 09:26:32,12.94644946,77.53019440,4.54,727.695,,7.210,91,30,47,,
T,2025-12-15 09:26:33,12.94648409,77.53026652,5.73,727.012,,7.510,89,30,47,,
T,2025-12-15 09:26:34,12.94651312,77.53035242,6.37,726.527,,7.990,88,29,47,,
T,2025-12-15 09:26:35,12.94653847,77.53042312,7.31,726.667,,8.090,87,30,47,,
T,2025-12-15 09:26:36,12.94656915,77.53049435,7.38,727.523,,8.540,84,31,47,,
T,2025-12-15 09:26:37,12.94660735,77.53053236,6.05,726.366,,7.340,83,31,47,,
T,2025-12-15 09:26:38,12.94663608,77.53059233,5.24,726.643,,7.710,82,31,47,,
T,2025-12-15 09:26:39,12.94666428,77.53067501,4.87,727.672,,7.970,81,30,47,,
T,2025-12-15 09:26:40,12.94668902,77.53074733,4.43,728.045,,7.540,80,31,47,,
T,2025-12-15 09:26:41,12.94671154,77.53081965,4.01,729.053,,7.440,81,31,47,,
T,2025-12-15 09:26:42,12.94673410,77.53088354,3.79,730.148,,7.010,80,31,46,,
T,2025-12-15 09:26:43,12.94675786,77.53095071,3.79,730.990,,7.040,78,31,47,,
T,2025-12-15 09:26:44,12.94678323,77.53102290,3.79,731.856,,7.540,77,32,47,,
T,2025-12-15 09:26:45,12.94682507,77.53109202,3.79,731.865,,7.570,75,31,47,,
T,2025-12-15 09:26:46,12.94685273,77.53114622,3.79,732.652,,7.180,74,30,47,,
T,2025-12-15 09:26:47,12.94688827,77.53121001,3.79,734.400,,7.810,74,30,47,,
T,2025-12-15 09:26:48,12.94692329,77.53128034,3.79,734.877,,8.320,74,30,47,,
T,2025-12-15 09:26:49,12.94696601,77.53134588,3.79,734.307,,8.240,74,30,47,,
T,2025-12-15 09:26:50,12.94700276,77.53141585,3.93,734.256,,8.150,75,27,47,,
T,2025-12-15 09:26:51,12.94704202,77.53147834,3.79,734.352,,8.220,75,30,47,,
T,2025-12-15 09:26:52,12.94707792,77.53155560,3.79,734.586,,8.360,77,30,47,,
T,2025-12-15 09:26:53,12.94710702,77.53162514,3.79,734.667,,8.350,78,30,47,,
T,2025-12-15 09:26:54,12.94713578,77.53169391,3.79,734.835,,8.080,79,34,47,,
T,2025-12-15 09:26:55,12.94716034,77.53176667,3.79,734.595,,8.020,80,34,47,,
T,2025-12-15 09:26:56,12.94718442,77.53183803,3.79,735.147,,8.090,80,33,47,,
T,2025-12-15 09:26:57,12.94720623,77.53191102,3.79,735.705,,8.010,80,33,47,,
T,2025-12-15 09:26:58,12.94722996,77.53198171,3.79,735.362,,7.990,81,31,47,,
T,2025-12-15 09:26:59,12.94725584,77.53205611,3.79,735.538,,8.320,81,32,47,,
T,2025-12-15 09:27:00,12.94728122,77.53211852,3.89,736.572,,8.290,81,33,47,,
T,2025-12-15 09:27:01,12.94729891,77.53219033,4.00,736.634,,8.240,81,33,47,,
T,2025-12-15 09:27:02,12.94732217,77.53226289,3.79,738.497,,8.300,81,33,47,,
T,2025-12-15 09:27:03,12.94734489,77.53233162,9.94,739.328,,8.220,80,35,47,,
T,2025-12-15 09:27:04,12.94736805,77.53239280,9.94,740.583,,7.840,81,35,47,,
T,2025-12-15 09:27:05,12.94738355,77.53245994,9.94,739.270,,7.560,81,34,47,,
T,2025-12-15 09:27:06,12.94740277,77.53252317,9.94,740.339,,7.620,81,35,47,,
T,2025-12-15 09:27:07,12.94742089,77.53258627,9.94,740.517,,7.650,80,35,47,,
T,2025-12-15 09:27:08,12.94743780,77.53265602,9.94,740.870,,7.660,81,35,47,,
T,2025-12-15 09:27:09,12.94745706,77.53272499,9.94,739.907,,7.720,82,35,47,,
T,2025-12-15 09:27:10,12.94747737,77.53279427,9.94,740.852,,7.920,83,35,47,,
T,2025-12-15 09:27:11,12.94749214,77.53286379,9.94,741.444,,7.680,84,33,46,,
T,2025-12-15 09:27:12,12.94750706,77.53293229,9.94,741.663,,7.570,85,17,47,,
T,2025-12-15 09:27:13,12.94751736,77.53300121,9.94,742.671,,7.220,84,16,47,,
T,2025-12-15 09:27:14,12.94753423,77.53306646,9.94,743.444,,7.480,84,17,47,,
T,2025-12-15 09:27:15,12.94754725,77.53312927,9.94,743.843,,7.660,83,17,47,,
T,2025-12-15 09:27:16,12.94756479,77.53320017,9.94,743.799,,7.790,83,17,47,,
T,2025-12-15 09:27:17,12.94758273,77.53327076,9.94,743.653,,7.900,83,16,47,,
T,2025-12-15 09:27:18,12.94760204,77.53333141,9.94,744.038,,7.630,79,16,47,,
T,2025-12-15 09:27:19,12.94761791,77.53340034,9.94,743.920,,7.630,79,16,47,,
T,2025-12-15 09:27:20,12.94763244,77.53346391,9.94,744.871,,7.480,80,17,47,,
T,2025-12-15 09:27:21,12.94764574,77.53353188,9.94,745.941,,7.270,80,17,47,,
T,2025-12-15 09:27:22,12.94766134,77.53359366,10.04,745.501,,7.140,80,17,47,,
T,2025-12-15 09:27:23,12.94768037,77.53365810,10.05,746.061,,7.060,79,17,47,,
T,2025-12-15 09:27:24,12.94769087,77.53372043,10.07,747.402,,6.940,111,17,47,,
T,2025-12-15 09:27:25,12.94771586,77.53378127,10.08,746.657,,6.910,93,17,47,,
T,2025-12-15 09:27:26,12.94773741,77.53384697,10.07,744.432,,7.250,90,17,47,,
T,2025-12-15 09:27:27,12.94776477,77.53391415,10.09,745.386,,7.370,87,17,47,,
T,2025-12-15 09:27:28,12.94778338,77.53398132,10.15,746.552,,7.330,85,17,47,,
T,2025-12-15 09:27:29,12.94781563,77.53404829,10.14,746.978,,7.340,81,17,47,,
T,2025-12-15 09:27:30,12.94783556,77.53410302,10.36,747.326,,6.430,69,17,47,,
T,2025-12-15 09:27:31,12.94787595,77.53414122,10.30,747.718,,6.240,69,17,47,,
T,2025-12-15 09:27:32,12.94790124,77.53419458,10.45,747.271,,6.130,69,17,47,,
T,2025-12-15 09:27:33,12.94791075,77.53425366,9.94,749.099,,5.890,66,17,47,,
T,2025-12-15 09:27:34,12.94793494,77.53430437,9.94,749.234,,5.950,65,34,47,,
T,2025-12-15 09:27:35,12.94796376,77.53435256,9.94,748.206,,5.970,64,34,47,,
T,2025-12-15 09:27:36,12.94799146,77.53439544,9.94,748.628,,5.790,63,34,47,,
T,2025-12-15 09:27:37,12.94802001,77.53443974,9.94,748.750,,6.040,61,35,47,,
T,2025-12-15 09:27:38,12.94804692,77.53448748,9.94,748.777,,6.150,60,34,47,,
T,2025-12-15 09:27:39,12.94807653,77.53453473,9.94,748.821,,6.400,60,35,47,,
T,2025-12-15 09:27:40,12.94811036,77.53459119,9.94,749.405,,6.540,60,31,47,,
T,2025-12-15 09:27:41,12.94813614,77.53463424,10.14,748.444,,5.550,62,31,47,,
T,2025-12-15 09:27:42,12.94816943,77.53467902,10.99,749.080,,5.740,58,30,47,,
T,2025-12-15 09:27:43,12.94820776,77.53474473,10.49,750.094,,6.930,59,30,47,,
T,2025-12-15 09:27:44,12.94824561,77.53481127,10.43,750.464,,7.200,60,29,47,,
T,2025-12-15 09:27:45,12.94826992,77.53486607,10.48,751.390,,7.090,59,31,46,,
T,2025-12-15 09:27:46,12.94830245,77.53493151,10.02,751.453,,7.250,59,32,46,,
T,2025-12-15 09:27:47,12.94833166,77.53498398,9.94,751.815,,7.130,59,32,46,,
T,2025-12-15 09:27:48,12.94836698,77.53503837,9.96,751.875,,6.490,59,33,46,,
T,2025-12-15 09:27:49,12.94839802,77.53509263,9.94,751.858,,6.250,59,33,46,,
T,2025-12-15 09:27:50,12.94843059,77.53513861,10.23,754.032,,6.420,59,34,46,,
T,2025-12-15 09:27:51,12.94845953,77.53519312,9.94,754.485,,6.460,59,34,46,,
T,2025-12-15 09:27:52,12.94849337,77.53524518,10.18,755.108,,6.640,59,33,46,,
T,2025-12-15 09:27:53,12.94852213,77.53529245,10.57,755.357,,6.440,59,32,46,,
T,2025-12-15 09:27:54,12.94855877,77.53535628,10.75,754.822,,6.910,59,33,46,,
T,2025-12-15 09:27:55,12.94857685,77.53537997,10.86,755.133,,5.570,59,32,46,,
T,2025-12-15 09:27:56,12.94859219,77.53540142,10.91,753.567,,4.510,59,32,46,,
T,2025-12-15 09:27:57,12.94862183,77.53545736,10.92,754.427,,5.190,59,31,46,,
T,2025-12-15 09:27:58,12.94864051,77.53549436,10.95,753.806,,4.970,59,28,46,,
T,2025-12-15 09:27:59,12.94866860,77.53553686,10.28,752.996,,4.810,58,27,46,,
T,2025-12-15 09:28:00,12.94869793,77.53558546,10.13,753.418,,5.030,59,29,46,,
T,2025-12-15 09:28:01,12.94872305,77.53561856,10.00,752.156,,4.870,58,30,46,,
T,2025-12-15 09:28:02,12.94875362,77.53565760,9.94,753.839,,5.140,59,31,46,,
T,2025-12-15 09:28:03,12.94877867,77.53570168,9.94,754.405,,5.000,58,30,46,,
T,2025-12-15 09:28:04,12.94880406,77.53573224,9.94,755.377,,4.440,58,30,46,,
T,2025-12-15 09:28:05,12.94882547,77.53576360,9.94,755.778,,3.800,58,31,46,,
T,2025-12-15 09:28:06,12.94884384,77.53580113,9.94,755.047,,3.700,58,29,46,,
T,2025-12-15 09:28:07,12.94885533,77.53582478,9.94,755.483,,3.680,57,30,46,,
T,2025-12-15 09:28:08,12.94886931,77.53585153,9.94,756.348,,3.340,57,30,46,,
T,2025-12-15 09:28:09,12.94888280,77.53587481,9.94,756.441,,3.220,57,30,46,,
T,2025-12-15 09:28:10,12.94889692,77.53589912,9.94,756.999,,2.850,57,31,45,,
T,2025-12-15 09:28:11,12.94891280,77.53592511,9.94,756.904,,3.120,56,30,46,,
T,2025-12-15 09:28:12,12.94893392,77.53595791,9.94,757.401,,4.160,56,30,46,,
T,2025-12-15 09:28:13,12.94896087,77.53599798,9.94,757.026,,4.980,56,30,46,,
T,2025-12-15 09:28:14,12.94899998,77.53604947,9.94,757.309,,5.800,56,30,46,,
T,2025-12-15 09:28:15,12.94903288,77.53608569,9.94,757.658,,5.850,55,30,46,,
T,2025-12-15 09:28:16,12.94907090,77.53614584,9.94,757.435,,6.750,54,30,46,,
T,2025-12-15 09:28:17,12.94911559,77.53619825,9.94,756.572,,7.210,53,29,46,,
T,2025-12-15 09:28:18,12.94915810,77.53624495,9.94,756.335,,7.320,51,28,46,,
T,2025-12-15 09:28:19,12.94920467,77.53629546,9.94,755.892,,7.170,49,30,46,,
T,2025-12-15 09:28:20,12.94924751,77.53633941,9.94,756.153,,7.340,45,29,46,,
T,2025-12-15 09:28:21,12.94929865,77.53638648,9.94,756.632,,7.620,40,30,45,,
T,2025-12-15 09:28:22,12.94936164,77.53643047,9.94,755.807,,7.900,39,29,46,,
T,2025-12-15 09:28:23,12.94941087,77.53647643,9.94,757.132,,7.590,41,29,46,,
T,2025-12-15 09:28:24,12.94945561,77.53651588,9.94,757.239,,6.330,44,28,46,,
T,2025-12-15 09:28:25,12.94948066,77.53654211,9.94,756.941,,4.500,46,29,46,,
T,2025-12-15 09:28:26,12.94949084,77.53655336,9.94,756.327,,2.370,48,30,46,,
T,2025-12-15 09:28:27,12.94949804,77.53654749,9.94,756.218,,0.290,46,30,46,,
T,2025-12-15 09:28:28,12.94949750,77.53654380,9.94,756.566,,0.000,,32,46,,
T,2025-12-15 09:28:29,12.94949844,77.53654420,9.94,756.530,,0.000,,32,46,,
T,2025-12-15 09:28:30,12.94949839,77.53654483,9.94,756.450,,0.000,,31,46,,
T,2025-12-15 09:28:31,12.94949836,77.53654430,9.94,756.280,,0.000,,20,46,,
T,2025-12-15 09:28:32,12.94949746,77.53654409,9.94,756.453,,0.000,,20,46,,
T,2025-12-15 09:28:33,12.94949806,77.53654351,9.94,756.309,,0.000,,20,46,,
T,2025-12-15 09:28:34,12.94949966,77.53654319,9.94,755.994,,0.000,,18,46,,
T,2025-12-15 09:28:35,12.94949637,77.53654280,9.94,755.930,,0.420,42,15,46,,
T,2025-12-15 09:28:36,12.94950651,77.53654618,9.94,754.452,,0.930,42,15,46,,
T,2025-12-15 09:28:37,12.94951672,77.53655139,9.94,754.588,,1.300,43,15,46,,
T,2025-12-15 09:28:38,12.94953596,77.53657030,9.94,753.385,,2.810,44,16,46,,
T,2025-12-15 09:28:39,12.94955775,77.53659372,9.94,752.558,,3.340,46,16,46,,
T,2025-12-15 09:28:40,12.94958079,77.53661745,9.94,752.569,,3.510,48,16,46,,
T,2025-12-15 09:28:41,12.94960416,77.53664682,9.94,753.496,,3.850,50,15,46,,
T,2025-12-15 09:28:42,12.94963009,77.53667762,9.94,753.208,,4.230,52,28,46,,
T,2025-12-15 09:28:43,12.94966139,77.53671528,9.94,753.064,,5.160,55,28,46,,
T,2025-12-15 09:28:44,12.94968885,77.53675435,9.94,753.112,,5.560,54,28,46,,
T,2025-12-15 09:28:45,12.94971846,77.53679451,9.94,753.196,,5.890,53,28,46,,
T,2025-12-15 09:28:46,12.94975704,77.53684807,9.94,753.249,,6.860,53,28,46,,
T,2025-12-15 09:28:47,12.94979566,77.53689142,9.94,754.056,,6.700,53,27,46,,
T,2025-12-15 09:28:48,12.94983907,77.53694295,9.94,754.517,,6.970,51,22,46,,
T,2025-12-15 09:28:49,12.94988590,77.53699032,9.94,754.463,,7.290,49,22,46,,
T,2025-12-15 09:28:50,12.94993565,77.53704551,9.94,753.574,,7.400,48,22,46,,
T,2025-12-15 09:28:51,12.94998442,77.53710599,9.94,753.127,,7.340,48,35,46,,
T,2025-12-15 09:28:52,12.95003528,77.53715920,9.94,753.865,,7.540,47,35,46,,
T,2025-12-15 09:28:53,12.95008205,77.53720834,9.94,753.536,,7.440,45,35,46,,
T,2025-12-15 09:28:54,12.95013452,77.53724785,9.94,753.784,,7.510,42,35,46,,
T,2025-12-15 09:28:55,12.95017995,77.53729732,9.94,753.594,,7.570,39,35,46,,
T,2025-12-15 09:28:56,12.95023554,77.53734091,9.94,753.352,,7.400,34,35,46,,
T,2025-12-15 09:28:57,12.95030237,77.53737840,9.94,753.073,,7.510,29,33,46,,
T,2025-12-15 09:28:58,12.95036585,77.53740133,9.94,753.019,,7.780,23,35,46,,
T,2025-12-15 09:28:59,12.95043246,77.53743261,9.94,752.214,,7.600,19,35,46,,
T,2025-12-15 09:29:00,12.95050532,77.53745284,9.94,752.191,,7.750,15,35,46,,
T,2025-12-15 09:29:01,12.95057258,77.53746559,9.94,752.179,,7.570,12,36,46,,
T,2025-12-15 09:29:02,12.95063140,77.53748487,9.94,752.396,,6.950,9,29,46,,
T,2025-12-15 09:29:03,12.95068744,77.53749505,9.94,751.734,,6.240,5,36,46,,
T,2025-12-15 09:29:04,12.95074311,77.53749790,9.94,752.134,,6.170,1,36,46,,
T,2025-12-15 09:29:05,12.95080862,77.53750104,9.94,751.939,,6.480,357,36,46,,
T,2025-12-15 09:29:06,12.95087342,77.53749689,9.94,751.001,,6.480,355,36,46,,
T,2025-12-15 09:29:07,12.95092850,77.53748646,9.94,751.132,,5.970,353,35,46,,
T,2025-12-15 09:29:08,12.95098234,77.53747286,9.94,751.007,,5.940,350,36,46,,
T,2025-12-15 09:29:09,12.95104073,77.53745703,9.94,751.007,,6.220,346,29,46,,
T,2025-12-15 09:29:10,12.95109457,77.53743934,9.94,750.775,,6.470,344,29,46,,
T,2025-12-15 09:29:11,12.95115316,77.53741828,9.94,750.281,,6.470,342,29,46,,
T,2025-12-15 09:29:12,12.95120558,77.53740200,9.94,750.765,,6.320,342,28,46,,
T,2025-12-15 09:29:13,12.95125492,77.53738682,9.94,751.559,,5.860,339,29,46,,
T,2025-12-15 09:29:14,12.95130316,77.53736950,9.94,751.968,,5.680,340,29,46,,
T,2025-12-15 09:29:15,12.95135296,77.53735543,10.20,752.277,,5.630,340,29,46,,
T,2025-12-15 09:29:16,12.95140121,77.53733099,10.64,752.612,,6.080,341,29,46,,
T,2025-12-15 09:29:17,12.95144864,77.53731061,9.94,751.600,,5.840,340,29,46,,
T,2025-12-15 09:29:18,12.95149437,77.53729007,10.41,750.961,,5.700,340,29,46,,
T,2025-12-15 09:29:19,12.95154266,77.53727157,10.96,750.454,,5.450,341,30,46,,
