type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2025-12-15 09:19:11,12.93578637,77.51354910,3.85,713.292,,0.320,89,16,49,,
T,2025-12-15 09:19:12,12.93578934,77.51356243,3.80,712.453,,0.950,87,16,49,,
T,2025-12-15 09:19:13,12.93578944,77.51356815,3.80,712.428,,0.790,86,16,49,,
T,2025-12-15 09:19:14,12.93578829,77.51357333,3.85,712.404,,0.520,85,15,49,,
T,2025-12-15 09:19:15,12.93578861,77.51358189,3.85,712.395,,0.760,84,15,49,,
T,2025-12-15 09:19:16,12.93578878,77.51359488,3.85,712.494,,1.520,82,16,49,,
T,2025-12-15 09:19:17,12.93579264,77.51360794,3.85,712.474,,1.700,81,13,49,,
T,2025-12-15 09:19:18,12.93579010,77.51360934,3.80,712.211,,1.080,79,15,49,,
T,2025-12-15 09:19:19,12.93579050,77.51361652,3.85,712.530,,0.740,77,36,49,,
T,2025-12-15 09:19:20,12.93579070,77.51362652,3.85,712.620,,0.790,76,24,49,,
T,2025-12-15 09:19:21,12.93578915,77.51363265,3.86,713.003,,0.730,73,16,49,,
T,2025-12-15 09:19:22,12.93578775,77.51364231,3.95,713.233,,1.000,71,16,49,,
T,2025-12-15 09:19:23,12.93578585,77.51365914,3.91,713.884,,1.510,65,14,49,,
T,2025-12-15 09:19:24,12.93581273,77.51374674,3.81,715.287,,4.700,62,15,49,,
T,2025-12-15 09:19:25,12.93583197,77.51377905,3.82,715.244,,5.380,61,14,48,,
T,2025-12-15 09:19:26,12.93585304,77.51382005,3.82,715.581,,6.140,61,16,48,,
T,2025-12-15 09:19:27,12.93588157,77.51387058,4.01,716.067,,6.880,60,16,48,,
T,2025-12-15 09:19:28,12.93591458,77.51392848,4.09,716.715,,7.260,59,14,48,,
T,2025-12-15 09:19:29,12.93594639,77.51398880,3.87,717.015,,7.760,67,15,48,,
T,2025-12-15 09:19:30,12.93598226,77.51405375,8.78,717.436,,8.460,67,15,48,,
T,2025-12-15 09:19:31,12.93595202,77.51404028,3.79,712.943,,5.770,70,13,48,,
T,2025-12-15 09:19:32,12.93597033,77.51410041,3.79,712.725,,6.740,74,27,48,,
T,2025-12-15 09:19:33,12.93598623,77.51415182,3.79,712.633,,5.810,74,27,48,,
T,2025-12-15 09:19:34,12.93600345,77.51420844,3.79,712.374,,6.120,75,29,48,,
T,2025-12-15 09:19:35,12.93601617,77.51426195,3.79,712.396,,6.020,75,29,48,,
T,2025-12-15 09:19:36,12.93602509,77.51431193,3.79,712.336,,5.500,75,30,48,,
T,2025-12-15 09:19:37,12.93603965,77.51437095,3.79,713.061,,5.520,72,30,48,,
T,2025-12-15 09:19:38,12.93605107,77.51441721,3.79,713.254,,5.120,73,22,48,,
T,2025-12-15 09:19:39,12.93606164,77.51445942,3.79,713.409,,4.680,69,22,48,,
T,2025-12-15 09:19:40,12.93607034,77.51449232,3.79,712.309,,3.940,72,22,48,,
T,2025-12-15 09:19:41,12.93606656,77.51453201,3.79,713.003,,3.770,73,23,48,,
T,2025-12-15 09:19:42,12.93607016,77.51456145,3.79,712.954,,3.680,72,24,48,,
T,2025-12-15 09:19:43,12.93608182,77.51459872,3.79,712.616,,3.820,71,23,48,,
T,2025-12-15 09:19:44,12.93609597,77.51463725,3.79,711.958,,3.990,70,23,48,,
T,2025-12-15 09:19:45,12.93610361,77.51467411,3.79,712.117,,4.010,70,23,48,,
T,2025-12-15 09:19:46,12.93611185,77.51471226,3.79,712.261,,4.170,71,23,48,,
T,2025-12-15 09:19:47,12.93611934,77.51475202,3.79,712.038,,4.340,73,23,48,,
T,2025-12-15 09:19:48,12.93612505,77.51478842,3.79,711.973,,4.220,75,20,48,,
T,2025-12-15 09:19:49,12.93612862,77.51483065,3.79,713.228,,4.550,75,20,48,,
T,2025-12-15 09:19:50,12.93612111,77.51488705,3.79,714.212,,5.020,75,36,48,,
T,2025-12-15 09:19:51,12.93612483,77.51493302,3.79,714.120,,5.060,75,36,48,,
T,2025-12-15 09:19:52,12.93613146,77.51497311,3.79,714.285,,4.530,74,36,48,,
T,2025-12-15 09:19:53,12.93613584,77.51502372,3.79,714.446,,5.420,73,35,48,,
T,2025-12-15 09:19:54,12.93614597,77.51508875,3.79,714.530,,6.950,74,34,48,,
T,2025-12-15 09:19:55,12.93615708,77.51515512,3.79,714.594,,7.170,73,34,48,,
T,2025-12-15 09:19:56,12.93617008,77.51522235,3.79,713.999,,7.150,72,31,47,,
T,2025-12-15 09:19:57,12.93617818,77.51528848,3.79,713.500,,7.310,73,26,47,,
T,2025-12-15 09:19:58,12.93618904,77.51535084,3.79,712.571,,7.160,74,26,47,,
T,2025-12-15 09:19:59,12.93619678,77.51541391,3.79,712.374,,6.740,74,26,47,,
T,2025-12-15 09:20:00,12.93620244,77.51547429,3.79,712.046,,6.580,75,22,47,,
T,2025-12-15 09:20:01,12.93620725,77.51551506,3.79,712.114,,5.840,75,15,47,,
T,2025-12-15 09:20:02,12.93621299,77.51556880,3.79,712.374,,5.770,75,27,47,,
T,2025-12-15 09:20:03,12.93622108,77.51562893,3.79,713.712,,5.650,74,28,47,,
T,2025-12-15 09:20:04,12.93622543,77.51569335,3.79,713.201,,5.590,76,29,47,,
T,2025-12-15 09:20:05,12.93623655,77.51574557,3.79,712.308,,5.810,75,30,47,,
T,2025-12-15 09:20:06,12.93624032,77.51580539,3.96,712.526,,6.030,74,30,47,,
T,2025-12-15 09:20:07,12.93624887,77.51585443,3.79,712.774,,5.920,77,30,47,,
T,2025-12-15 09:20:08,12.93625788,77.51591993,3.79,713.047,,5.950,74,28,47,,
T,2025-12-15 09:20:09,12.93626734,77.51598610,3.79,712.471,,7.110,71,30,47,,
T,2025-12-15 09:20:10,12.93628174,77.51605831,3.79,712.111,,7.000,71,30,47,,
T,2025-12-15 09:20:11,12.93629673,77.51612123,3.98,711.867,,7.110,71,29,47,,
T,2025-12-15 09:20:12,12.93629720,77.51618408,4.19,712.240,,6.710,69,31,47,,
T,2025-12-15 09:20:13,12.93631342,77.51623976,3.79,712.585,,5.810,17,32,47,,
T,2025-12-15 09:20:14,12.93632962,77.51628940,3.79,712.572,,4.530,81,33,47,,
T,2025-12-15 09:20:15,12.93633828,77.51633190,4.31,713.069,,4.430,81,32,47,,
T,2025-12-15 09:20:16,12.93633872,77.51636356,3.94,714.518,,3.220,80,30,47,,
T,2025-12-15 09:20:17,12.93635303,77.51639941,4.20,713.663,,3.060,122,31,47,,
T,2025-12-15 09:20:18,12.93635381,77.51642402,5.28,713.690,,2.810,129,31,47,,
T,2025-12-15 09:20:19,12.93634594,77.51645513,5.11,714.414,,3.650,134,30,47,,
T,2025-12-15 09:20:20,12.93634824,77.51648637,5.19,714.445,,3.010,88,31,47,,
T,2025-12-15 09:20:21,12.93635296,77.51652932,5.23,714.531,,4.580,86,31,47,,
T,2025-12-15 09:20:22,12.93636832,77.51661497,5.05,714.705,,5.280,77,30,47,,
T,2025-12-15 09:20:23,12.93637729,77.51668402,4.19,714.995,,5.500,78,30,47,,
T,2025-12-15 09:20:24,12.93638890,77.51674087,3.79,716.010,,6.120,74,31,47,,
T,2025-12-15 09:20:25,12.93640066,77.51680711,3.79,717.520,,6.270,68,31,47,,
T,2025-12-15 09:20:26,12.93641849,77.51687180,3.79,717.590,,6.180,63,29,47,,
T,2025-12-15 09:20:27,12.93641894,77.51692779,3.79,717.342,,5.640,56,30,47,,
T,2025-12-15 09:20:28,12.93642283,77.51699168,3.79,717.439,,5.580,50,31,47,,
T,2025-12-15 09:20:29,12.93642610,77.51705049,3.79,716.899,,5.160,44,32,47,,
T,2025-12-15 09:20:30,12.93642489,77.51709401,3.79,715.991,,4.410,89,32,47,,
T,2025-12-15 09:20:31,12.93642584,77.51713603,3.79,715.489,,4.520,89,33,47,,
T,2025-12-15 09:20:32,12.93642329,77.51717559,3.79,715.194,,4.280,84,32,47,,
T,2025-12-15 09:20:33,12.93642569,77.51720794,3.79,715.010,,3.810,81,31,47,,
T,2025-12-15 09:20:34,12.93642837,77.51724433,3.79,716.630,,3.710,82,30,47,,
T,2025-12-15 09:20:35,12.93642422,77.51727025,3.79,718.078,,3.220,105,29,47,,
T,2025-12-15 09:20:36,12.93642075,77.51728860,3.79,718.626,,2.130,113,30,46,,
T,2025-12-15 09:20:37,12.93641545,77.51730114,3.79,718.669,,1.730,133,31,47,,
T,2025-12-15 09:20:38,12.93641527,77.51731134,3.79,717.655,,1.400,135,31,47,,
T,2025-12-15 09:20:39,12.93641917,77.51731695,3.79,717.027,,0.540,111,31,47,,
T,2025-12-15 09:20:40,12.93642172,77.51732449,3.79,716.764,,0.900,101,31,47,,
T,2025-12-15 09:20:41,12.93642308,77.51733266,3.79,716.533,,0.780,118,31,47,,
T,2025-12-15 09:20:42,12.93642538,77.51733523,3.79,715.815,,0.160,118,31,47,,
T,2025-12-15 09:20:43,12.93642529,77.51734033,3.79,717.461,,0.540,118,22,47,,
T,2025-12-15 09:20:44,12.93642687,77.51734724,3.91,716.626,,0.610,118,33,47,,
T,2025-12-15 09:20:45,12.93643051,77.51736271,3.79,715.191,,1.840,84,33,47,,
T,2025-12-15 09:20:46,12.93643688,77.51737722,3.89,714.769,,1.390,118,33,47,,
T,2025-12-15 09:20:47,12.93644289,77.51739719,9.94,713.462,,1.940,84,32,47,,
T,2025-12-15 09:20:48,12.93644464,77.51742293,9.94,712.848,,2.580,93,32,47,,
T,2025-12-15 09:20:49,12.93644320,77.51744585,9.94,712.615,,2.190,99,32,47,,
T,2025-12-15 09:20:50,12.93644104,77.51747083,9.94,713.093,,2.820,88,29,47,,
T,2025-12-15 09:20:51,12.93643884,77.51749442,9.94,714.262,,2.690,81,31,47,,
T,2025-12-15 09:20:52,12.93643772,77.51751743,9.98,714.951,,2.600,75,31,47,,
T,2025-12-15 09:20:53,12.93644307,77.51754692,9.94,716.335,,3.510,56,30,47,,
T,2025-12-15 09:20:54,12.93645262,77.51757649,9.94,716.514,,3.840,26,30,47,,
T,2025-12-15 09:20:55,12.93646546,77.51760261,10.59,716.564,,3.680,26,31,47,,
T,2025-12-15 09:20:56,12.93645994,77.51763877,10.02,719.258,,3.390,87,31,47,,
T,2025-12-15 09:20:57,12.93645125,77.51767436,9.94,718.975,,3.170,91,29,47,,
T,2025-12-15 09:20:58,12.93644573,77.51770821,9.94,719.149,,3.210,91,32,47,,
T,2025-12-15 09:20:59,12.93642876,77.51773962,9.94,720.012,,3.560,132,32,47,,
T,2025-12-15 09:21:00,12.93640840,77.51775408,9.94,720.223,,3.100,187,32,47,,
T,2025-12-15 09:21:01,12.93639114,77.51776674,9.94,720.801,,3.660,197,30,47,,
T,2025-12-15 09:21:02,12.93637893,77.51778259,9.94,721.469,,3.730,202,30,47,,
T,2025-12-15 09:21:03,12.93636497,77.51781108,9.94,721.532,,4.560,196,31,47,,
T,2025-12-15 09:21:04,12.93635564,77.51784426,9.94,722.487,,4.460,197,30,47,,
T,2025-12-15 09:21:05,12.93635157,77.51789920,9.94,723.671,,4.440,145,29,47,,
T,2025-12-15 09:21:06,12.93634627,77.51795321,9.94,723.802,,4.740,162,33,47,,
T,2025-12-15 09:21:07,12.93641096,77.51806998,9.94,724.078,,5.070,140,33,47,,
T,2025-12-15 09:21:08,12.93640788,77.51811808,10.04,724.100,,4.680,129,33,47,,
T,2025-12-15 09:21:09,12.93641602,77.51817023,9.94,724.260,,5.160,92,33,47,,
T,2025-12-15 09:21:10,12.93642660,77.51821469,9.94,723.469,,5.130,84,33,47,,
T,2025-12-15 09:21:11,12.93643441,77.51826720,9.94,723.128,,5.540,79,32,47,,
T,2025-12-15 09:21:12,12.93644382,77.51832192,9.98,722.775,,5.780,76,31,47,,
T,2025-12-15 09:21:13,12.93645525,77.51836551,9.94,722.184,,4.900,73,33,47,,
T,2025-12-15 09:21:14,12.93646061,77.51840724,9.94,721.217,,4.540,71,34,47,,
T,2025-12-15 09:21:15,12.93645393,77.51840772,9.94,721.380,,1.520,67,34,47,,
T,2025-12-15 09:21:16,12.93644935,77.51840429,10.27,721.652,,0.000,,35,47,,
T,2025-12-15 09:21:17,12.93644954,77.51840566,10.23,721.799,,0.000,,35,47,,
T,2025-12-15 09:21:18,12.93644848,77.51840603,3.94,721.548,,0.000,,35,47,,
T,2025-12-15 09:21:19,12.93644927,77.51840781,3.80,720.914,,0.000,,35,47,,
T,2025-12-15 09:21:20,12.93644796,77.51840806,3.79,721.132,,0.000,,34,47,,
T,2025-12-15 09:21:21,12.93644782,77.51840782,3.79,721.155,,0.000,,34,47,,
T,2025-12-15 09:21:22,12.93644725,77.51840847,3.80,721.034,,0.000,,33,46,,
T,2025-12-15 09:21:23,12.93644654,77.51840818,3.79,721.063,,0.000,,33,47,,
T,2025-12-15 09:21:24,12.93644639,77.51840929,3.79,721.337,,0.000,,33,47,,
T,2025-12-15 09:21:25,12.93644604,77.51840876,3.79,721.024,,0.000,,35,47,,
T,2025-12-15 09:21:26,12.93644562,77.51840900,3.79,720.800,,0.000,,35,47,,
T,2025-12-15 09:21:27,12.93644556,77.51840903,3.79,720.681,,0.000,,35,47,,
T,2025-12-15 09:21:28,12.93644516,77.51840841,3.79,720.814,,0.000,,35,47,,
T,2025-12-15 09:21:29,12.93644325,77.51840767,3.79,719.987,,0.000,,36,47,,
T,2025-12-15 09:21:30,12.93644007,77.51841211,3.79,719.089,,0.510,10,35,47,,
T,2025-12-15 09:21:31,12.93644389,77.51841123,3.79,718.433,,0.000,,23,47,,
T,2025-12-15 09:21:32,12.93644409,77.51841266,3.79,718.136,,0.000,,23,47,,
T,2025-12-15 09:21:33,12.93645591,77.51842737,3.79,717.970,,1.980,360,23,47,,
T,2025-12-15 09:21:34,12.93647795,77.51845130,3.79,718.955,,3.770,357,23,47,,
T,2025-12-15 09:21:35,12.93650234,77.51848510,3.79,718.931,,4.200,351,36,47,,
T,2025-12-15 09:21:36,12.93652321,77.51852130,3.79,720.258,,4.870,346,36,47,,
T,2025-12-15 09:21:37,12.93653779,77.51855902,3.79,719.843,,4.740,340,37,47,,
T,2025-12-15 09:21:38,12.93648838,77.51871352,3.79,719.949,,5.300,334,37,47,,
T,2025-12-15 09:21:39,12.93649254,77.51876728,3.79,720.426,,5.470,332,37,47,,
T,2025-12-15 09:21:40,12.93650532,77.51883244,3.95,720.843,,6.590,325,37,47,,
T,2025-12-15 09:21:41,12.93651658,77.51888805,4.23,720.707,,6.260,320,35,47,,
T,2025-12-15 09:21:42,12.93653801,77.51896145,3.93,720.318,,7.030,74,35,47,,
T,2025-12-15 09:21:43,12.93656114,77.51903378,4.30,719.470,,7.350,309,34,47,,
T,2025-12-15 09:21:44,12.93658332,77.51910191,4.56,719.482,,7.600,304,33,47,,
T,2025-12-15 09:21:45,12.93660908,77.51917001,5.85,719.574,,7.720,300,33,47,,
T,2025-12-15 09:21:46,12.93663480,77.51923979,7.66,719.405,,7.870,297,31,47,,
T,2025-12-15 09:21:47,12.93666012,77.51929890,10.74,719.536,,7.560,293,31,47,,
T,2025-12-15 09:21:48,12.93669054,77.51935592,14.59,719.510,,7.300,289,28,47,,
T,2025-12-15 09:21:49,12.93671923,77.51941652,19.05,719.526,,7.300,285,19,47,,
T,2025-12-15 09:21:50,12.93674790,77.51947709,24.00,719.532,,7.300,281,14,47,,
T,2025-12-15 09:22:03,12.93704312,77.52057216,4.37,725.278,,7.310,65,17,47,,
T,2025-12-15 09:22:04,12.93708255,77.52063178,4.28,726.939,,7.730,56,18,47,,
T,2025-12-15 09:22:05,12.93712744,77.52067242,4.11,727.234,,7.780,46,20,47,,
T,2025-12-15 09:22:06,12.93718454,77.52072556,3.93,727.230,,8.230,39,19,47,,
T,2025-12-15 09:22:07,12.93723768,77.52077627,3.85,728.883,,8.010,32,19,47,,
T,2025-12-15 09:22:08,12.93729368,77.52082376,3.86,724.701,,7.850,25,20,47,,
T,2025-12-15 09:22:09,12.93735050,77.52086509,4.04,725.330,,7.510,19,13,47,,
T,2025-12-15 09:22:10,12.93741451,77.52091810,4.30,724.838,,7.630,13,11,47,,
T,2025-12-15 09:22:11,12.93746630,77.52096195,4.22,725.550,,7.520,9,11,47,,
T,2025-12-15 09:22:12,12.93753328,77.52101231,4.05,725.347,,8.000,4,11,47,,
T,2025-12-15 09:22:13,12.93759301,77.52108713,3.80,725.210,,8.110,360,12,47,,
T,2025-12-15 09:22:14,12.93766049,77.52113116,3.79,726.049,,8.110,355,29,47,,
T,2025-12-15 09:22:15,12.93772593,77.52118741,3.79,726.749,,8.070,350,29,47,,
T,2025-12-15 09:22:16,12.93777959,77.52122984,3.79,727.670,,7.340,346,29,47,,
T,2025-12-15 09:22:17,12.93782901,77.52126262,3.85,727.920,,5.920,341,29,47,,
T,2025-12-15 09:22:18,12.93788619,77.52129817,3.85,729.127,,6.360,337,30,47,,
T,2025-12-15 09:22:19,12.93793737,77.52134914,3.83,728.377,,7.040,332,31,47,,
T,2025-12-15 09:22:20,12.93798769,77.52139464,3.96,728.067,,6.450,327,28,47,,
T,2025-12-15 09:22:21,12.93803221,77.52143732,4.17,728.448,,6.220,322,26,47,,
T,2025-12-15 09:22:22,12.93807903,77.52148024,4.06,728.868,,6.750,316,14,47,,
T,2025-12-15 09:22:23,12.93811698,77.52153038,3.92,728.089,,6.480,312,14,47,,
T,2025-12-15 09:22:24,12.93815491,77.52157188,3.89,727.680,,5.950,307,15,47,,
T,2025-12-15 09:22:25,12.93819247,77.52160922,4.08,728.212,,5.490,49,15,47,,
T,2025-12-15 09:22:26,12.93823717,77.52165599,3.81,729.448,,6.090,49,15,47,,
T,2025-12-15 09:22:27,12.93827788,77.52170740,3.79,729.673,,6.210,55,33,47,,
T,2025-12-15 09:22:28,12.93830723,77.52174926,3.79,729.487,,5.910,57,33,47,,
T,2025-12-15 09:22:29,12.93833836,77.52180230,3.82,729.183,,6.010,60,34,47,,
T,2025-12-15 09:22:30,12.93836460,77.52185923,4.13,728.804,,6.410,64,34,47,,
T,2025-12-15 09:22:31,12.93840462,77.52192836,3.89,729.781,,7.080,61,34,47,,
T,2025-12-15 09:22:32,12.93844039,77.52198567,3.79,730.830,,7.110,63,35,47,,
T,2025-12-15 09:22:33,12.93848284,77.52205178,3.79,732.043,,7.430,62,35,47,,
T,2025-12-15 09:22:34,12.93852093,77.52210621,3.79,731.879,,7.370,62,35,47,,
T,2025-12-15 09:22:35,12.93855845,77.52216684,3.79,732.298,,7.500,59,35,46,,
T,2025-12-15 09:22:36,12.93859477,77.52222596,3.79,733.822,,7.600,55,34,47,,
T,2025-12-15 09:22:37,12.93863254,77.52228088,3.79,733.757,,7.480,59,33,47,,
T,2025-12-15 09:22:38,12.93866925,77.52234217,3.79,733.648,,7.300,59,31,47,,
T,2025-12-15 09:22:39,12.93870416,77.52239785,3.79,733.104,,7.100,60,31,47,,
T,2025-12-15 09:22:40,12.93873172,77.52244572,3.88,732.114,,6.470,59,31,47,,
T,2025-12-15 09:22:41,12.93877257,77.52249594,3.79,731.852,,6.100,58,29,47,,
T,2025-12-15 09:22:42,12.93880091,77.52252967,3.79,732.316,,5.540,59,31,47,,
T,2025-12-15 09:22:43,12.93881734,77.52255755,3.79,731.962,,3.630,59,31,47,,
T,2025-12-15 09:22:44,12.93884430,77.52259762,3.79,731.172,,4.820,60,31,47,,
T,2025-12-15 09:22:45,12.93888242,77.52263481,3.79,731.449,,5.470,59,29,47,,
T,2025-12-15 09:22:46,12.93891295,77.52267414,4.08,731.266,,5.380,60,29,47,,
T,2025-12-15 09:22:47,12.93893913,77.52271788,3.79,731.794,,5.310,60,29,47,,
T,2025-12-15 09:22:48,12.93896176,77.52276067,3.79,732.541,,5.800,59,30,47,,
T,2025-12-15 09:22:49,12.93899500,77.52280470,3.79,734.043,,5.520,57,30,47,,
T,2025-12-15 09:22:50,12.93903026,77.52283739,3.79,732.632,,5.200,55,31,47,,
T,2025-12-15 09:22:51,12.93906294,77.52287737,3.79,730.359,,5.750,55,31,47,,
T,2025-12-15 09:22:52,12.93909519,77.52292429,3.79,731.004,,5.850,55,32,47,,
T,2025-12-15 09:22:53,12.93911907,77.52296115,3.79,730.829,,5.650,54,32,47,,
T,2025-12-15 09:22:54,12.93915470,77.52299703,3.79,730.459,,5.720,53,32,47,,
T,2025-12-15 09:22:55,12.93918760,77.52303700,3.79,730.933,,5.380,52,32,47,,
T,2025-12-15 09:22:56,12.93922374,77.52307861,3.79,731.621,,5.390,51,32,47,,
T,2025-12-15 09:22:57,12.93925774,77.52311805,3.79,731.718,,5.480,50,32,47,,
T,2025-12-15 09:22:58,12.93929658,77.52315716,3.79,732.783,,5.950,48,32,47,,
T,2025-12-15 09:22:59,12.93933519,77.52319591,3.79,733.724,,6.230,49,31,47,,
T,2025-12-15 09:23:00,12.93937818,77.52323743,3.79,733.468,,5.970,47,30,47,,
T,2025-12-15 09:23:01,12.93941959,77.52326972,3.79,734.228,,6.650,46,30,47,,
T,2025-12-15 09:23:02,12.93946751,77.52331301,3.79,734.732,,7.360,46,30,47,,
T,2025-12-15 09:23:03,12.93951159,77.52335648,3.79,734.258,,7.510,46,30,47,,
T,2025-12-15 09:23:04,12.93957075,77.52340738,3.79,734.945,,8.090,45,29,47,,
T,2025-12-15 09:23:05,12.93962330,77.52345290,3.79,734.522,,8.110,45,30,47,,
T,2025-12-15 09:23:06,12.93967320,77.52350551,3.79,735.179,,7.910,49,29,47,,
T,2025-12-15 09:23:07,12.93971948,77.52355331,3.79,735.467,,7.770,52,28,47,,
T,2025-12-15 09:23:08,12.93978163,77.52362237,3.79,735.180,,8.370,48,27,47,,
T,2025-12-15 09:23:09,12.93983645,77.52367330,3.79,734.891,,8.170,46,29,47,,
T,2025-12-15 09:23:10,12.93989579,77.52372380,3.79,735.253,,8.620,48,27,47,,
T,2025-12-15 09:23:11,12.93996251,77.52378343,3.79,735.712,,8.720,47,28,47,,
T,2025-12-15 09:23:12,12.94002684,77.52382688,3.79,736.242,,8.080,46,30,47,,
T,2025-12-15 09:23:13,12.94008946,77.52388130,3.79,736.010,,8.910,43,30,47,,
T,2025-12-15 09:23:14,12.94014568,77.52393307,3.79,736.255,,9.180,43,30,47,,
T,2025-12-15 09:23:15,12.94020791,77.52398904,3.79,736.293,,9.320,44,31,47,,
T,2025-12-15 09:23:16,12.94027203,77.52404647,3.79,737.064,,9.330,44,30,47,,
T,2025-12-15 09:23:17,12.94033655,77.52410124,3.79,737.422,,9.290,44,30,47,,
T,2025-12-15 09:23:18,12.94040264,77.52416217,3.79,737.884,,9.250,43,29,47,,
T,2025-12-15 09:23:19,12.94046655,77.52421406,3.79,737.604,,9.200,42,29,47,,
T,2025-12-15 09:23:20,12.94053688,77.52426514,3.79,736.706,,9.120,40,29,47,,
T,2025-12-15 09:23:21,12.94060361,77.52431334,3.79,736.868,,8.910,40,27,47,,
T,2025-12-15 09:23:22,12.94066874,77.52435500,3.79,736.911,,8.150,39,28,47,,
T,2025-12-15 09:23:23,12.94071992,77.52439307,3.79,736.597,,7.060,39,28,47,,
T,2025-12-15 09:23:24,12.94078184,77.52443466,3.79,735.974,,7.280,39,29,47,,
T,2025-12-15 09:23:25,12.94083387,77.52446935,3.80,735.555,,7.000,39,30,47,,
T,2025-12-15 09:23:26,12.94087718,77.52450333,3.79,734.955,,6.610,39,30,47,,
T,2025-12-15 09:23:27,12.94092164,77.52453992,3.79,735.686,,6.240,37,30,47,,
T,2025-12-15 09:23:28,12.94095782,77.52456080,3.79,736.600,,5.060,37,30,47,,
T,2025-12-15 09:23:29,12.94098960,77.52457498,3.79,736.991,,4.680,36,33,47,,
T,2025-12-15 09:23:30,12.94101701,77.52459784,3.79,737.091,,4.410,34,33,47,,
T,2025-12-15 09:23:31,12.94105036,77.52461661,3.79,736.668,,4.520,33,30,47,,
T,2025-12-15 09:23:32,12.94109467,77.52464173,3.79,736.696,,5.270,35,30,47,,
T,2025-12-15 09:23:33,12.94113500,77.52466509,3.79,736.509,,5.680,35,30,47,,
T,2025-12-15 09:23:34,12.94117965,77.52469624,3.79,735.836,,5.880,37,27,47,,
T,2025-12-15 09:23:35,12.94123150,77.52473805,4.21,735.523,,6.720,40,26,47,,
T,2025-12-15 09:23:36,12.94128026,77.52477653,5.27,735.184,,7.030,38,27,47,,
T,2025-12-15 09:23:37,12.94133624,77.52481904,7.14,735.025,,7.750,38,27,47,,
T,2025-12-15 09:23:38,12.94139956,77.52486845,9.98,734.990,,8.510,38,26,47,,
T,2025-12-15 09:23:39,12.94145948,77.52491472,14.72,734.945,,8.450,38,24,47,,
T,2025-12-15 09:23:56,12.94228004,77.52553727,13.64,735.328,,3.280,47,11,46,,
T,2025-12-15 09:23:57,12.94233309,77.52555911,11.22,735.623,,3.460,48,11,47,,
T,2025-12-15 09:23:58,12.94239132,77.52555161,8.41,736.722,,4.130,47,12,47,,
T,2025-12-15 09:23:59,12.94241729,77.52558605,7.82,737.648,,4.090,47,19,47,,
T,2025-12-15 09:24:00,12.94243478,77.52560615,6.80,737.253,,4.010,48,21,47,,
T,2025-12-15 09:24:01,12.94245568,77.52562174,5.33,737.353,,4.210,48,24,47,,
T,2025-12-15 09:24:02,12.94248267,77.52563880,4.53,738.899,,4.270,48,24,47,,
T,2025-12-15 09:24:03,12.94251469,77.52565758,4.51,738.441,,3.980,47,24,47,,
T,2025-12-15 09:24:04,12.94254873,77.52567531,4.14,738.345,,4.010,47,25,47,,
T,2025-12-15 09:24:05,12.94258124,77.52569018,3.83,737.971,,3.950,46,26,47,,
T,2025-12-15 09:24:06,12.94261704,77.52570739,3.79,738.058,,4.200,46,27,47,,
T,2025-12-15 09:24:07,12.94265705,77.52572771,3.79,738.634,,4.740,45,27,47,,
T,2025-12-15 09:24:08,12.94272048,77.52573721,3.79,738.231,,5.300,45,27,47,,
T,2025-12-15 09:24:09,12.94275928,77.52575901,3.84,738.945,,4.840,50,28,47,,
T,2025-12-15 09:24:10,12.94279707,77.52579651,3.79,738.410,,5.050,60,29,47,,
T,2025-12-15 09:24:11,12.94283364,77.52582867,3.85,740.408,,5.000,58,28,47,,
T,2025-12-15 09:24:12,12.94287995,77.52587050,3.86,740.517,,5.380,53,29,47,,
T,2025-12-15 09:24:13,12.94291598,77.52590329,3.79,740.993,,5.520,51,29,47,,
T,2025-12-15 09:24:14,12.94296787,77.52593268,3.79,741.800,,5.630,48,30,47,,
T,2025-12-15 09:24:15,12.94301392,77.52596251,3.79,741.990,,5.900,46,31,47,,
T,2025-12-15 09:24:16,12.94306466,77.52598784,3.79,741.641,,6.180,42,31,47,,
T,2025-12-15 09:24:17,12.94312553,77.52601540,3.79,741.795,,6.310,40,31,47,,
T,2025-12-15 09:24:18,12.94317552,77.52604171,3.79,740.581,,5.340,39,29,47,,
T,2025-12-15 09:24:19,12.94320813,77.52605962,3.79,740.410,,4.240,42,27,47,,
T,2025-12-15 09:24:20,12.94323577,77.52607411,3.79,740.631,,3.330,44,28,47,,
T,2025-12-15 09:24:21,12.94324839,77.52608422,3.79,739.710,,2.230,46,30,47,,
